0,1,2
-65.0,2.0,4.0
-65.0,3.0,4.0
-65.0,4.0,4.0
-64.00000000000003,4.0,4.0
-61.0,4.0,4.0
-59.0,5.0,4.0
0.0,0.0,0.0
